population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,207,Ghana,2,Female,10,25-29 years,297,Tuberculosis,3,Rate,1990,40.71790701077235,65.57270164268813,23.514070772315264
1,All Population,1,Deaths,207,Ghana,3,Both,10,25-29 years,297,Tuberculosis,3,Rate,1990,47.468059974819845,64.1326077063124,33.71642916816333
1,All Population,1,Deaths,207,Ghana,1,Male,11,30-34 years,297,Tuberculosis,1,Number,1990,402.39334530874555,564.6572071749833,278.0011038543287
1,All Population,1,Deaths,207,Ghana,2,Female,11,30-34 years,297,Tuberculosis,1,Number,1990,251.5437317440961,424.0588342411959,142.00510388721452
1,All Population,1,Deaths,207,Ghana,3,Both,11,30-34 years,297,Tuberculosis,1,Number,1990,653.9370770528417,869.5821050860881,485.5452621191656
1,All Population,1,Deaths,207,Ghana,1,Male,11,30-34 years,297,Tuberculosis,2,Percent,1990,0.16544812213032434,0.228195618893977,0.11709051236690203
1,All Population,1,Deaths,207,Ghana,2,Female,11,30-34 years,297,Tuberculosis,2,Percent,1990,0.08747914629157262,0.13969432379532923,0.05099786104903309
1,All Population,1,Deaths,207,Ghana,3,Both,11,30-34 years,297,Tuberculosis,2,Percent,1990,0.12326080640086219,0.1623023530474172,0.09378586627156332
1,All Population,1,Deaths,207,Ghana,1,Male,11,30-34 years,297,Tuberculosis,3,Rate,1990,89.03802078823801,124.94232505783404,61.51361187432848
1,All Population,1,Deaths,207,Ghana,2,Female,11,30-34 years,297,Tuberculosis,3,Rate,1990,49.658695931391165,83.71589528625968,28.03404491833976
1,All Population,1,Deaths,207,Ghana,3,Both,11,30-34 years,297,Tuberculosis,3,Rate,1990,68.22650848882434,90.72516753716909,50.65786772173622
1,All Population,1,Deaths,207,Ghana,1,Male,12,35-39 years,297,Tuberculosis,1,Number,1990,285.5632326057665,408.01656659852966,199.8484752096603
1,All Population,1,Deaths,207,Ghana,2,Female,12,35-39 years,297,Tuberculosis,1,Number,1990,242.9319995672378,391.0509194783433,137.6928970865131
1,All Population,1,Deaths,207,Ghana,3,Both,12,35-39 years,297,Tuberculosis,1,Number,1990,528.4952321730044,718.7486444305031,378.3683159454951
1,All Population,1,Deaths,207,Ghana,1,Male,12,35-39 years,297,Tuberculosis,2,Percent,1990,0.13340028859627984,0.18324819655362373,0.0944102639653216
1,All Population,1,Deaths,207,Ghana,2,Female,12,35-39 years,297,Tuberculosis,2,Percent,1990,0.09136350385627885,0.14646081070119044,0.05219156130298191
1,All Population,1,Deaths,207,Ghana,3,Both,12,35-39 years,297,Tuberculosis,2,Percent,1990,0.1101844749011138,0.14480418083563917,0.07895605823042422
