series,model,transform,params,train_end,test_start,test_end,mae,rmse,mape
incidence_age_standardized_rate,Causal_TCN,d1,"transform=d1; seq_len=4; channels=16; kernel_size=3; dilations=(1,2,4); dropout=0.1; max_epochs=5; final_epochs=5; batch_size=8; n_splits=2; patience=10; lr=0.001; device=mps",2017,2018,2023,8.232984750678222,9.333747945506303,3.6061632433406396
incidence_age_standardized_rate,Causal_TCN,none,"transform=none; seq_len=4; channels=16; kernel_size=3; dilations=(1,2,4); dropout=0.1; max_epochs=5; final_epochs=3; batch_size=8; n_splits=2; patience=10; lr=0.001; device=mps",2017,2018,2023,50.19495103506724,54.223343682568675,23.37355749672813
mortality_age_standardized_rate,Causal_TCN,d1,"transform=d1; seq_len=4; channels=16; kernel_size=3; dilations=(1,2,4); dropout=0.1; max_epochs=5; final_epochs=5; batch_size=8; n_splits=2; patience=10; lr=0.001; device=mps",2017,2018,2023,0.4473639494474118,0.5075383301271955,0.9610909917139133
mortality_age_standardized_rate,Causal_TCN,none,"transform=none; seq_len=4; channels=16; kernel_size=3; dilations=(1,2,4); dropout=0.1; max_epochs=5; final_epochs=3; batch_size=8; n_splits=2; patience=10; lr=0.001; device=mps",2017,2018,2023,19.44211778328813,20.332641379966596,42.88639315678844
mortality_to_incidence_age_standardized_ratio,Causal_TCN,d1,"transform=d1; seq_len=4; channels=16; kernel_size=3; dilations=(1,2,4); dropout=0.1; max_epochs=5; final_epochs=3; batch_size=8; n_splits=2; patience=10; lr=0.001; device=mps",2017,2018,2023,0.009898693838427486,0.010722046351190602,4.741655822934202
mortality_to_incidence_age_standardized_ratio,Causal_TCN,none,"transform=none; seq_len=4; channels=16; kernel_size=3; dilations=(1,2,4); dropout=0.1; max_epochs=5; final_epochs=3; batch_size=8; n_splits=2; patience=10; lr=0.001; device=mps",2017,2018,2023,0.0318197233350423,0.03278965688138682,15.199099347901738
