series,model,year,forecast,model_params
mortality_age_standardized_rate,ARIMA_LSTM,2024,45.92427515525685,"selected_d=2; adf_p=0.0000; kpss_p=0.1000; rule=adf_and_kpss; source=training_period; order=(0, 2, 2); aic=61.23; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=36; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps; order=(0, 2, 2); aic=76.03; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=29; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps"
mortality_age_standardized_rate,ARIMA_LSTM,2025,43.681222750228024,"selected_d=2; adf_p=0.0000; kpss_p=0.1000; rule=adf_and_kpss; source=training_period; order=(0, 2, 2); aic=61.23; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=36; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps; order=(0, 2, 2); aic=76.03; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=29; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps"
mortality_age_standardized_rate,ARIMA_LSTM,2026,41.43636900906661,"selected_d=2; adf_p=0.0000; kpss_p=0.1000; rule=adf_and_kpss; source=training_period; order=(0, 2, 2); aic=61.23; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=36; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps; order=(0, 2, 2); aic=76.03; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=29; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps"
mortality_age_standardized_rate,ARIMA_LSTM,2027,39.18639900286353,"selected_d=2; adf_p=0.0000; kpss_p=0.1000; rule=adf_and_kpss; source=training_period; order=(0, 2, 2); aic=61.23; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=36; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps; order=(0, 2, 2); aic=76.03; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=29; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps"
mortality_age_standardized_rate,ARIMA_LSTM,2028,36.932439399746116,"selected_d=2; adf_p=0.0000; kpss_p=0.1000; rule=adf_and_kpss; source=training_period; order=(0, 2, 2); aic=61.23; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=36; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps; order=(0, 2, 2); aic=76.03; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=29; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps"
mortality_age_standardized_rate,ARIMA_LSTM,2029,34.674058976701126,"selected_d=2; adf_p=0.0000; kpss_p=0.1000; rule=adf_and_kpss; source=training_period; order=(0, 2, 2); aic=61.23; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=36; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps; order=(0, 2, 2); aic=76.03; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=29; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps"
mortality_age_standardized_rate,ARIMA_LSTM,2030,32.41089942660664,"selected_d=2; adf_p=0.0000; kpss_p=0.1000; rule=adf_and_kpss; source=training_period; order=(0, 2, 2); aic=61.23; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=36; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps; order=(0, 2, 2); aic=76.03; residual_seq_len=5; hidden_size=12; num_layers=2; relu_head=True; max_epochs=300; final_epochs=29; batch_size=32; patience=10; n_splits=10; lr=0.001; device=mps"
mortality_age_standardized_rate,Causal_TCN,2024,39.02565361549368,"transform=first_difference; architecture=causal_tcn; seq_len=8; channels=16; kernel_size=3; dilations=(1,2,4); dropout=0.1; max_epochs=300; final_epochs=24; batch_size=16; patience=10; n_splits=5; lr=0.001; device=mps"
mortality_age_standardized_rate,Causal_TCN,2025,37.224019973264674,"transform=first_difference; architecture=causal_tcn; seq_len=8; channels=16; kernel_size=3; dilations=(1,2,4); dropout=0.1; max_epochs=300; final_epochs=24; batch_size=16; patience=10; n_splits=5; lr=0.001; device=mps"
mortality_age_standardized_rate,Causal_TCN,2026,35.351701689799185,"transform=first_difference; architecture=causal_tcn; seq_len=8; channels=16; kernel_size=3; dilations=(1,2,4); dropout=0.1; max_epochs=300; final_epochs=24; batch_size=16; patience=10; n_splits=5; lr=0.001; device=mps"
