series,model,simulation,year,forecast
incidence_age_standardized_rate,Drift,67,2026,154.68314369593918
incidence_age_standardized_rate,Drift,67,2027,145.50840894183526
incidence_age_standardized_rate,Drift,67,2028,136.33367418773136
incidence_age_standardized_rate,Drift,67,2029,127.15893943362745
incidence_age_standardized_rate,Drift,67,2030,117.98420467952354
incidence_age_standardized_rate,Drift,68,2024,189.67217610651178
incidence_age_standardized_rate,Drift,68,2025,181.43608578418778
incidence_age_standardized_rate,Drift,68,2026,173.19999546186378
incidence_age_standardized_rate,Drift,68,2027,164.9639051395398
incidence_age_standardized_rate,Drift,68,2028,156.7278148172158
incidence_age_standardized_rate,Drift,68,2029,148.4917244948918
incidence_age_standardized_rate,Drift,68,2030,140.2556341725678
incidence_age_standardized_rate,Drift,69,2024,181.71780678097315
incidence_age_standardized_rate,Drift,69,2025,172.31572781663442
incidence_age_standardized_rate,Drift,69,2026,162.9136488522957
incidence_age_standardized_rate,Drift,69,2027,153.511569887957
incidence_age_standardized_rate,Drift,69,2028,144.10949092361827
incidence_age_standardized_rate,Drift,69,2029,134.70741195927954
incidence_age_standardized_rate,Drift,69,2030,125.30533299494083
incidence_age_standardized_rate,Drift,70,2024,176.40592857904363
incidence_age_standardized_rate,Drift,70,2025,167.5845008907393
incidence_age_standardized_rate,Drift,70,2026,158.76307320243495
incidence_age_standardized_rate,Drift,70,2027,149.9416455141306
incidence_age_standardized_rate,Drift,70,2028,141.12021782582627
incidence_age_standardized_rate,Drift,70,2029,132.29879013752193
incidence_age_standardized_rate,Drift,70,2030,123.4773624492176
incidence_age_standardized_rate,Drift,71,2024,174.45356437759648
incidence_age_standardized_rate,Drift,71,2025,165.7347940248102
incidence_age_standardized_rate,Drift,71,2026,157.01602367202395
incidence_age_standardized_rate,Drift,71,2027,148.29725331923768
incidence_age_standardized_rate,Drift,71,2028,139.57848296645142
incidence_age_standardized_rate,Drift,71,2029,130.85971261366512
incidence_age_standardized_rate,Drift,71,2030,122.14094226087887
incidence_age_standardized_rate,Drift,72,2024,189.10522406504532
incidence_age_standardized_rate,Drift,72,2025,179.96440520914774
incidence_age_standardized_rate,Drift,72,2026,170.82358635325016
incidence_age_standardized_rate,Drift,72,2027,161.68276749735261
incidence_age_standardized_rate,Drift,72,2028,152.54194864145504
incidence_age_standardized_rate,Drift,72,2029,143.40112978555746
incidence_age_standardized_rate,Drift,72,2030,134.26031092965988
incidence_age_standardized_rate,Drift,73,2024,190.41637300393012
incidence_age_standardized_rate,Drift,73,2025,182.31448865925904
incidence_age_standardized_rate,Drift,73,2026,174.21260431458796
incidence_age_standardized_rate,Drift,73,2027,166.1107199699169
incidence_age_standardized_rate,Drift,73,2028,158.0088356252458
incidence_age_standardized_rate,Drift,73,2029,149.90695128057476
incidence_age_standardized_rate,Drift,73,2030,141.80506693590368
incidence_age_standardized_rate,Drift,74,2024,178.49016827076764
incidence_age_standardized_rate,Drift,74,2025,169.61023199717917
incidence_age_standardized_rate,Drift,74,2026,160.7302957235907
incidence_age_standardized_rate,Drift,74,2027,151.85035945000226
incidence_age_standardized_rate,Drift,74,2028,142.97042317641376
incidence_age_standardized_rate,Drift,74,2029,134.09048690282532
incidence_age_standardized_rate,Drift,74,2030,125.21055062923685
incidence_age_standardized_rate,Drift,75,2024,191.06550428717176
incidence_age_standardized_rate,Drift,75,2025,182.9346666745512
incidence_age_standardized_rate,Drift,75,2026,174.80382906193066
incidence_age_standardized_rate,Drift,75,2027,166.67299144931013
incidence_age_standardized_rate,Drift,75,2028,158.54215383668958
incidence_age_standardized_rate,Drift,75,2029,150.41131622406903
incidence_age_standardized_rate,Drift,75,2030,142.28047861144847
incidence_age_standardized_rate,Drift,76,2024,192.32018328821775
incidence_age_standardized_rate,Drift,76,2025,183.89395621612294
incidence_age_standardized_rate,Drift,76,2026,175.4677291440281
incidence_age_standardized_rate,Drift,76,2027,167.04150207193328
incidence_age_standardized_rate,Drift,76,2028,158.61527499983845
incidence_age_standardized_rate,Drift,76,2029,150.18904792774364
incidence_age_standardized_rate,Drift,76,2030,141.7628208556488
incidence_age_standardized_rate,Drift,77,2024,193.36874280093542
incidence_age_standardized_rate,Drift,77,2025,185.27581948389383
incidence_age_standardized_rate,Drift,77,2026,177.1828961668522
incidence_age_standardized_rate,Drift,77,2027,169.08997284981058
incidence_age_standardized_rate,Drift,77,2028,160.99704953276898
incidence_age_standardized_rate,Drift,77,2029,152.90412621572736
incidence_age_standardized_rate,Drift,77,2030,144.81120289868574
incidence_age_standardized_rate,Drift,78,2024,197.01300742887773
incidence_age_standardized_rate,Drift,78,2025,188.26583387619849
incidence_age_standardized_rate,Drift,78,2026,179.5186603235192
incidence_age_standardized_rate,Drift,78,2027,170.77148677083994
incidence_age_standardized_rate,Drift,78,2028,162.02431321816067
incidence_age_standardized_rate,Drift,78,2029,153.27713966548143
incidence_age_standardized_rate,Drift,78,2030,144.52996611280216
incidence_age_standardized_rate,Drift,79,2024,191.44190725360878
incidence_age_standardized_rate,Drift,79,2025,182.62135395371752
incidence_age_standardized_rate,Drift,79,2026,173.80080065382623
incidence_age_standardized_rate,Drift,79,2027,164.98024735393494
incidence_age_standardized_rate,Drift,79,2028,156.15969405404365
incidence_age_standardized_rate,Drift,79,2029,147.3391407541524
incidence_age_standardized_rate,Drift,79,2030,138.5185874542611
incidence_age_standardized_rate,Drift,80,2024,191.62848279033582
incidence_age_standardized_rate,Drift,80,2025,182.46715220716766
incidence_age_standardized_rate,Drift,80,2026,173.30582162399952
incidence_age_standardized_rate,Drift,80,2027,164.14449104083138
incidence_age_standardized_rate,Drift,80,2028,154.98316045766322
incidence_age_standardized_rate,Drift,80,2029,145.82182987449508
incidence_age_standardized_rate,Drift,80,2030,136.66049929132691
incidence_age_standardized_rate,Drift,81,2024,196.16173121358415
incidence_age_standardized_rate,Drift,81,2025,187.73644962042482
incidence_age_standardized_rate,Drift,81,2026,179.31116802726552
incidence_age_standardized_rate,Drift,81,2027,170.88588643410623
incidence_age_standardized_rate,Drift,81,2028,162.46060484094693
incidence_age_standardized_rate,Drift,81,2029,154.03532324778763
incidence_age_standardized_rate,Drift,81,2030,145.6100416546283
incidence_age_standardized_rate,Drift,82,2024,186.0353808318258
incidence_age_standardized_rate,Drift,82,2025,177.58835291613056
incidence_age_standardized_rate,Drift,82,2026,169.14132500043533
incidence_age_standardized_rate,Drift,82,2027,160.69429708474007
incidence_age_standardized_rate,Drift,82,2028,152.24726916904484
incidence_age_standardized_rate,Drift,82,2029,143.8002412533496
incidence_age_standardized_rate,Drift,82,2030,135.35321333765438
incidence_age_standardized_rate,Drift,83,2024,195.93208670381952
incidence_age_standardized_rate,Drift,83,2025,187.5338536796417
incidence_age_standardized_rate,Drift,83,2026,179.13562065546387
incidence_age_standardized_rate,Drift,83,2027,170.73738763128603
incidence_age_standardized_rate,Drift,83,2028,162.33915460710818
incidence_age_standardized_rate,Drift,83,2029,153.94092158293037
incidence_age_standardized_rate,Drift,83,2030,145.54268855875253
incidence_age_standardized_rate,Drift,84,2024,186.02926460544128
incidence_age_standardized_rate,Drift,84,2025,177.64410127636896
incidence_age_standardized_rate,Drift,84,2026,169.2589379472966
incidence_age_standardized_rate,Drift,84,2027,160.87377461822427
incidence_age_standardized_rate,Drift,84,2028,152.48861128915195
incidence_age_standardized_rate,Drift,84,2029,144.10344796007962
incidence_age_standardized_rate,Drift,84,2030,135.7182846310073
incidence_age_standardized_rate,Drift,85,2024,168.8668190650896
incidence_age_standardized_rate,Drift,85,2025,159.0897607253288
incidence_age_standardized_rate,Drift,85,2026,149.312702385568
incidence_age_standardized_rate,Drift,85,2027,139.5356440458072
incidence_age_standardized_rate,Drift,85,2028,129.7585857060464
incidence_age_standardized_rate,Drift,85,2029,119.98152736628563
incidence_age_standardized_rate,Drift,85,2030,110.20446902652483
incidence_age_standardized_rate,Drift,86,2024,191.1037309442448
incidence_age_standardized_rate,Drift,86,2025,182.3827966730076
incidence_age_standardized_rate,Drift,86,2026,173.6618624017704
incidence_age_standardized_rate,Drift,86,2027,164.9409281305332
incidence_age_standardized_rate,Drift,86,2028,156.21999385929598
incidence_age_standardized_rate,Drift,86,2029,147.49905958805877
incidence_age_standardized_rate,Drift,86,2030,138.77812531682156
incidence_age_standardized_rate,Drift,87,2024,198.12363026682172
incidence_age_standardized_rate,Drift,87,2025,189.09933240839007
incidence_age_standardized_rate,Drift,87,2026,180.0750345499584
incidence_age_standardized_rate,Drift,87,2027,171.05073669152674
incidence_age_standardized_rate,Drift,87,2028,162.02643883309509
incidence_age_standardized_rate,Drift,87,2029,153.0021409746634
incidence_age_standardized_rate,Drift,87,2030,143.97784311623175
incidence_age_standardized_rate,Drift,88,2024,177.8438287598354
incidence_age_standardized_rate,Drift,88,2025,169.19355694845626
incidence_age_standardized_rate,Drift,88,2026,160.5432851370771
incidence_age_standardized_rate,Drift,88,2027,151.89301332569798
incidence_age_standardized_rate,Drift,88,2028,143.24274151431882
incidence_age_standardized_rate,Drift,88,2029,134.5924697029397
incidence_age_standardized_rate,Drift,88,2030,125.94219789156054
incidence_age_standardized_rate,Drift,89,2024,197.2834448044984
incidence_age_standardized_rate,Drift,89,2025,188.71831400366085
incidence_age_standardized_rate,Drift,89,2026,180.15318320282333
incidence_age_standardized_rate,Drift,89,2027,171.5880524019858
incidence_age_standardized_rate,Drift,89,2028,163.02292160114825
incidence_age_standardized_rate,Drift,89,2029,154.45779080031073
incidence_age_standardized_rate,Drift,89,2030,145.8926599994732
incidence_age_standardized_rate,Drift,90,2024,177.90115979879207
incidence_age_standardized_rate,Drift,90,2025,168.5867858285372
incidence_age_standardized_rate,Drift,90,2026,159.2724118582823
incidence_age_standardized_rate,Drift,90,2027,149.95803788802743
incidence_age_standardized_rate,Drift,90,2028,140.64366391777259
incidence_age_standardized_rate,Drift,90,2029,131.3292899475177
incidence_age_standardized_rate,Drift,90,2030,122.01491597726283
incidence_age_standardized_rate,Drift,91,2024,200.05609748154558
incidence_age_standardized_rate,Drift,91,2025,192.4607623318244
incidence_age_standardized_rate,Drift,91,2026,184.86542718210325
incidence_age_standardized_rate,Drift,91,2027,177.27009203238208
incidence_age_standardized_rate,Drift,91,2028,169.67475688266092
incidence_age_standardized_rate,Drift,91,2029,162.07942173293972
incidence_age_standardized_rate,Drift,91,2030,154.48408658321856
incidence_age_standardized_rate,Drift,92,2024,205.33746385171088
incidence_age_standardized_rate,Drift,92,2025,197.91764631993846
incidence_age_standardized_rate,Drift,92,2026,190.49782878816606
incidence_age_standardized_rate,Drift,92,2027,183.07801125639367
incidence_age_standardized_rate,Drift,92,2028,175.65819372462124
incidence_age_standardized_rate,Drift,92,2029,168.23837619284885
incidence_age_standardized_rate,Drift,92,2030,160.81855866107645
incidence_age_standardized_rate,Drift,93,2024,188.298129105191
incidence_age_standardized_rate,Drift,93,2025,180.31117340590254
incidence_age_standardized_rate,Drift,93,2026,172.3242177066141
incidence_age_standardized_rate,Drift,93,2027,164.33726200732562
incidence_age_standardized_rate,Drift,93,2028,156.35030630803715
incidence_age_standardized_rate,Drift,93,2029,148.36335060874868
incidence_age_standardized_rate,Drift,93,2030,140.3763949094602
incidence_age_standardized_rate,Drift,94,2024,191.72170363066166
incidence_age_standardized_rate,Drift,94,2025,183.89608608546243
incidence_age_standardized_rate,Drift,94,2026,176.07046854026322
incidence_age_standardized_rate,Drift,94,2027,168.24485099506398
incidence_age_standardized_rate,Drift,94,2028,160.41923344986478
incidence_age_standardized_rate,Drift,94,2029,152.59361590466554
incidence_age_standardized_rate,Drift,94,2030,144.76799835946633
incidence_age_standardized_rate,Drift,95,2024,165.60168863180579
incidence_age_standardized_rate,Drift,95,2025,157.09180132025006
incidence_age_standardized_rate,Drift,95,2026,148.58191400869435
incidence_age_standardized_rate,Drift,95,2027,140.07202669713863
incidence_age_standardized_rate,Drift,95,2028,131.56213938558292
incidence_age_standardized_rate,Drift,95,2029,123.05225207402721
incidence_age_standardized_rate,Drift,95,2030,114.5423647624715
incidence_age_standardized_rate,Drift,96,2024,188.42638438000367
incidence_age_standardized_rate,Drift,96,2025,180.1588789954606
incidence_age_standardized_rate,Drift,96,2026,171.89137361091753
incidence_age_standardized_rate,Drift,96,2027,163.62386822637447
incidence_age_standardized_rate,Drift,96,2028,155.35636284183138
incidence_age_standardized_rate,Drift,96,2029,147.08885745728833
incidence_age_standardized_rate,Drift,96,2030,138.82135207274524
incidence_age_standardized_rate,Drift,97,2024,183.32527003177051
incidence_age_standardized_rate,Drift,97,2025,174.9180334354686
incidence_age_standardized_rate,Drift,97,2026,166.5107968391667
incidence_age_standardized_rate,Drift,97,2027,158.10356024286477
incidence_age_standardized_rate,Drift,97,2028,149.69632364656286
incidence_age_standardized_rate,Drift,97,2029,141.28908705026095
incidence_age_standardized_rate,Drift,97,2030,132.88185045395903
incidence_age_standardized_rate,Drift,98,2024,177.04234293687313
incidence_age_standardized_rate,Drift,98,2025,167.52204598242187
incidence_age_standardized_rate,Drift,98,2026,158.00174902797062
incidence_age_standardized_rate,Drift,98,2027,148.48145207351936
incidence_age_standardized_rate,Drift,98,2028,138.9611551190681
incidence_age_standardized_rate,Drift,98,2029,129.44085816461688
incidence_age_standardized_rate,Drift,98,2030,119.92056121016562
incidence_age_standardized_rate,Drift,99,2024,200.28503651653327
incidence_age_standardized_rate,Drift,99,2025,191.6188906252952
incidence_age_standardized_rate,Drift,99,2026,182.9527447340571
incidence_age_standardized_rate,Drift,99,2027,174.286598842819
incidence_age_standardized_rate,Drift,99,2028,165.6204529515809
incidence_age_standardized_rate,Drift,99,2029,156.95430706034279
incidence_age_standardized_rate,Drift,99,2030,148.2881611691047
incidence_age_standardized_rate,Drift,100,2024,191.82651536635655
incidence_age_standardized_rate,Drift,100,2025,183.56075777333174
incidence_age_standardized_rate,Drift,100,2026,175.29500018030694
incidence_age_standardized_rate,Drift,100,2027,167.0292425872821
incidence_age_standardized_rate,Drift,100,2028,158.76348499425728
incidence_age_standardized_rate,Drift,100,2029,150.49772740123248
incidence_age_standardized_rate,Drift,100,2030,142.23196980820768
mortality_age_standardized_rate,Drift,1,2024,36.169952030355184
mortality_age_standardized_rate,Drift,1,2025,33.05362082264517
mortality_age_standardized_rate,Drift,1,2026,29.937289614935164
mortality_age_standardized_rate,Drift,1,2027,26.820958407225156
mortality_age_standardized_rate,Drift,1,2028,23.704627199515144
mortality_age_standardized_rate,Drift,1,2029,20.588295991805133
mortality_age_standardized_rate,Drift,1,2030,17.471964784095125
mortality_age_standardized_rate,Drift,2,2024,27.09776278055969
mortality_age_standardized_rate,Drift,2,2025,23.759530921618275
mortality_age_standardized_rate,Drift,2,2026,20.42129906267686
mortality_age_standardized_rate,Drift,2,2027,17.08306720373544
mortality_age_standardized_rate,Drift,2,2028,13.74483534479402
mortality_age_standardized_rate,Drift,2,2029,10.406603485852603
mortality_age_standardized_rate,Drift,2,2030,7.068371626911187
mortality_age_standardized_rate,Drift,3,2024,40.33559309543426
mortality_age_standardized_rate,Drift,3,2025,38.022918834077835
mortality_age_standardized_rate,Drift,3,2026,35.710244572721415
mortality_age_standardized_rate,Drift,3,2027,33.39757031136499
mortality_age_standardized_rate,Drift,3,2028,31.084896050008567
mortality_age_standardized_rate,Drift,3,2029,28.772221788652143
mortality_age_standardized_rate,Drift,3,2030,26.45954752729572
mortality_age_standardized_rate,Drift,4,2024,37.123995371459145
mortality_age_standardized_rate,Drift,4,2025,34.92807387826914
mortality_age_standardized_rate,Drift,4,2026,32.73215238507914
mortality_age_standardized_rate,Drift,4,2027,30.536230891889133
mortality_age_standardized_rate,Drift,4,2028,28.340309398699134
mortality_age_standardized_rate,Drift,4,2029,26.14438790550913
mortality_age_standardized_rate,Drift,4,2030,23.948466412319128
mortality_age_standardized_rate,Drift,5,2024,31.096102258986406
mortality_age_standardized_rate,Drift,5,2025,28.83542802322829
mortality_age_standardized_rate,Drift,5,2026,26.574753787470176
mortality_age_standardized_rate,Drift,5,2027,24.31407955171206
mortality_age_standardized_rate,Drift,5,2028,22.053405315953942
mortality_age_standardized_rate,Drift,5,2029,19.79273108019583
mortality_age_standardized_rate,Drift,5,2030,17.53205684443771
mortality_age_standardized_rate,Drift,6,2024,27.167286010161178
mortality_age_standardized_rate,Drift,6,2025,24.974563461870833
mortality_age_standardized_rate,Drift,6,2026,22.781840913580492
mortality_age_standardized_rate,Drift,6,2027,20.589118365290147
mortality_age_standardized_rate,Drift,6,2028,18.396395816999807
mortality_age_standardized_rate,Drift,6,2029,16.203673268709466
mortality_age_standardized_rate,Drift,6,2030,14.010950720419123
mortality_age_standardized_rate,Drift,7,2024,40.78515256233798
mortality_age_standardized_rate,Drift,7,2025,37.78839369079937
mortality_age_standardized_rate,Drift,7,2026,34.791634819260764
mortality_age_standardized_rate,Drift,7,2027,31.794875947722154
mortality_age_standardized_rate,Drift,7,2028,28.79811707618355
mortality_age_standardized_rate,Drift,7,2029,25.801358204644945
mortality_age_standardized_rate,Drift,7,2030,22.80459933310634
mortality_age_standardized_rate,Drift,8,2024,42.391312673084556
mortality_age_standardized_rate,Drift,8,2025,40.04087825250722
mortality_age_standardized_rate,Drift,8,2026,37.690443831929876
mortality_age_standardized_rate,Drift,8,2027,35.34000941135254
mortality_age_standardized_rate,Drift,8,2028,32.989574990775196
mortality_age_standardized_rate,Drift,8,2029,30.639140570197853
mortality_age_standardized_rate,Drift,8,2030,28.288706149620513
mortality_age_standardized_rate,Drift,9,2024,30.4263602933919
mortality_age_standardized_rate,Drift,9,2025,27.26482028078071
mortality_age_standardized_rate,Drift,9,2026,24.10328026816952
mortality_age_standardized_rate,Drift,9,2027,20.94174025555833
mortality_age_standardized_rate,Drift,9,2028,17.78020024294714
mortality_age_standardized_rate,Drift,9,2029,14.618660230335948
mortality_age_standardized_rate,Drift,9,2030,11.457120217724757
mortality_age_standardized_rate,Drift,10,2024,34.87852766124898
mortality_age_standardized_rate,Drift,10,2025,32.57902948509253
mortality_age_standardized_rate,Drift,10,2026,30.279531308936086
mortality_age_standardized_rate,Drift,10,2027,27.98003313277964
mortality_age_standardized_rate,Drift,10,2028,25.68053495662319
mortality_age_standardized_rate,Drift,10,2029,23.381036780466747
mortality_age_standardized_rate,Drift,10,2030,21.0815386043103
mortality_age_standardized_rate,Drift,11,2024,25.598185849708315
mortality_age_standardized_rate,Drift,11,2025,21.976561240130692
mortality_age_standardized_rate,Drift,11,2026,18.354936630553073
mortality_age_standardized_rate,Drift,11,2027,14.733312020975452
mortality_age_standardized_rate,Drift,11,2028,11.111687411397831
mortality_age_standardized_rate,Drift,11,2029,7.490062801820212
mortality_age_standardized_rate,Drift,11,2030,3.8684381922425892
mortality_age_standardized_rate,Drift,12,2024,32.804073994996784
mortality_age_standardized_rate,Drift,12,2025,30.48450055970508
mortality_age_standardized_rate,Drift,12,2026,28.164927124413374
mortality_age_standardized_rate,Drift,12,2027,25.845353689121673
mortality_age_standardized_rate,Drift,12,2028,23.525780253829968
mortality_age_standardized_rate,Drift,12,2029,21.206206818538263
mortality_age_standardized_rate,Drift,12,2030,18.88663338324656
mortality_age_standardized_rate,Drift,13,2024,36.70204003840571
mortality_age_standardized_rate,Drift,13,2025,34.94110004939216
mortality_age_standardized_rate,Drift,13,2026,33.180160060378604
mortality_age_standardized_rate,Drift,13,2027,31.419220071365046
mortality_age_standardized_rate,Drift,13,2028,29.658280082351492
mortality_age_standardized_rate,Drift,13,2029,27.897340093337938
mortality_age_standardized_rate,Drift,13,2030,26.13640010432438
mortality_age_standardized_rate,Drift,14,2024,35.55021291349281
mortality_age_standardized_rate,Drift,14,2025,31.44424508517645
mortality_age_standardized_rate,Drift,14,2026,27.338277256860096
mortality_age_standardized_rate,Drift,14,2027,23.232309428543743
mortality_age_standardized_rate,Drift,14,2028,19.12634160022739
mortality_age_standardized_rate,Drift,14,2029,15.020373771911036
mortality_age_standardized_rate,Drift,14,2030,10.91440594359468
mortality_age_standardized_rate,Drift,15,2024,42.93852555922982
mortality_age_standardized_rate,Drift,15,2025,40.461534152252106
mortality_age_standardized_rate,Drift,15,2026,37.98454274527439
mortality_age_standardized_rate,Drift,15,2027,35.50755133829668
mortality_age_standardized_rate,Drift,15,2028,33.03055993131896
mortality_age_standardized_rate,Drift,15,2029,30.553568524341248
mortality_age_standardized_rate,Drift,15,2030,28.076577117363534
mortality_age_standardized_rate,Drift,16,2024,35.14410358548479
mortality_age_standardized_rate,Drift,16,2025,33.27122900124015
mortality_age_standardized_rate,Drift,16,2026,31.39835441699551
mortality_age_standardized_rate,Drift,16,2027,29.525479832750868
mortality_age_standardized_rate,Drift,16,2028,27.652605248506227
mortality_age_standardized_rate,Drift,16,2029,25.779730664261585
mortality_age_standardized_rate,Drift,16,2030,23.906856080016944
mortality_age_standardized_rate,Drift,17,2024,36.974204841870105
mortality_age_standardized_rate,Drift,17,2025,34.45496467938414
mortality_age_standardized_rate,Drift,17,2026,31.93572451689817
mortality_age_standardized_rate,Drift,17,2027,29.416484354412198
mortality_age_standardized_rate,Drift,17,2028,26.89724419192623
mortality_age_standardized_rate,Drift,17,2029,24.378004029440262
mortality_age_standardized_rate,Drift,17,2030,21.85876386695429
mortality_age_standardized_rate,Drift,18,2024,40.39213920999332
mortality_age_standardized_rate,Drift,18,2025,38.05282667953473
mortality_age_standardized_rate,Drift,18,2026,35.71351414907614
mortality_age_standardized_rate,Drift,18,2027,33.37420161861755
mortality_age_standardized_rate,Drift,18,2028,31.034889088158963
mortality_age_standardized_rate,Drift,18,2029,28.69557655770037
mortality_age_standardized_rate,Drift,18,2030,26.35626402724178
mortality_age_standardized_rate,Drift,19,2024,48.15300623260898
mortality_age_standardized_rate,Drift,19,2025,46.0063582767817
mortality_age_standardized_rate,Drift,19,2026,43.85971032095442
mortality_age_standardized_rate,Drift,19,2027,41.713062365127136
mortality_age_standardized_rate,Drift,19,2028,39.56641440929985
mortality_age_standardized_rate,Drift,19,2029,37.419766453472576
mortality_age_standardized_rate,Drift,19,2030,35.27311849764529
mortality_age_standardized_rate,Drift,20,2024,46.49172822219915
mortality_age_standardized_rate,Drift,20,2025,44.67322978310652
mortality_age_standardized_rate,Drift,20,2026,42.854731344013885
mortality_age_standardized_rate,Drift,20,2027,41.036232904921256
mortality_age_standardized_rate,Drift,20,2028,39.21773446582863
mortality_age_standardized_rate,Drift,20,2029,37.399236026736
mortality_age_standardized_rate,Drift,20,2030,35.58073758764337
mortality_age_standardized_rate,Drift,21,2024,36.789525859443096
mortality_age_standardized_rate,Drift,21,2025,33.8039779600219
mortality_age_standardized_rate,Drift,21,2026,30.81843006060072
mortality_age_standardized_rate,Drift,21,2027,27.832882161179533
mortality_age_standardized_rate,Drift,21,2028,24.847334261758345
mortality_age_standardized_rate,Drift,21,2029,21.861786362337156
mortality_age_standardized_rate,Drift,21,2030,18.87623846291597
mortality_age_standardized_rate,Drift,22,2024,42.001648307197975
mortality_age_standardized_rate,Drift,22,2025,39.422572308587014
mortality_age_standardized_rate,Drift,22,2026,36.84349630997606
mortality_age_standardized_rate,Drift,22,2027,34.2644203113651
mortality_age_standardized_rate,Drift,22,2028,31.685344312754147
mortality_age_standardized_rate,Drift,22,2029,29.106268314143193
mortality_age_standardized_rate,Drift,22,2030,26.527192315532236
mortality_age_standardized_rate,Drift,23,2024,39.88463231287166
mortality_age_standardized_rate,Drift,23,2025,37.50416309478169
mortality_age_standardized_rate,Drift,23,2026,35.12369387669172
mortality_age_standardized_rate,Drift,23,2027,32.74322465860174
mortality_age_standardized_rate,Drift,23,2028,30.36275544051177
mortality_age_standardized_rate,Drift,23,2029,27.9822862224218
mortality_age_standardized_rate,Drift,23,2030,25.601817004331824
mortality_age_standardized_rate,Drift,24,2024,45.09788395847143
mortality_age_standardized_rate,Drift,24,2025,42.744366642669554
mortality_age_standardized_rate,Drift,24,2026,40.39084932686769
mortality_age_standardized_rate,Drift,24,2027,38.037332011065814
mortality_age_standardized_rate,Drift,24,2028,35.68381469526395
mortality_age_standardized_rate,Drift,24,2029,33.33029737946208
mortality_age_standardized_rate,Drift,24,2030,30.976780063660208
mortality_age_standardized_rate,Drift,25,2024,42.677369780072155
mortality_age_standardized_rate,Drift,25,2025,39.35571990580896
mortality_age_standardized_rate,Drift,25,2026,36.03407003154577
mortality_age_standardized_rate,Drift,25,2027,32.71242015728258
mortality_age_standardized_rate,Drift,25,2028,29.390770283019382
mortality_age_standardized_rate,Drift,25,2029,26.06912040875619
mortality_age_standardized_rate,Drift,25,2030,22.747470534492997
mortality_age_standardized_rate,Drift,26,2024,40.245166667377845
mortality_age_standardized_rate,Drift,26,2025,37.05964400262708
mortality_age_standardized_rate,Drift,26,2026,33.87412133787631
mortality_age_standardized_rate,Drift,26,2027,30.688598673125547
mortality_age_standardized_rate,Drift,26,2028,27.503076008374784
mortality_age_standardized_rate,Drift,26,2029,24.317553343624017
mortality_age_standardized_rate,Drift,26,2030,21.13203067887325
mortality_age_standardized_rate,Drift,27,2024,39.70657940303931
mortality_age_standardized_rate,Drift,27,2025,37.36562927281856
mortality_age_standardized_rate,Drift,27,2026,35.024679142597805
mortality_age_standardized_rate,Drift,27,2027,32.68372901237706
mortality_age_standardized_rate,Drift,27,2028,30.342778882156306
mortality_age_standardized_rate,Drift,27,2029,28.001828751935555
mortality_age_standardized_rate,Drift,27,2030,25.660878621714804
mortality_age_standardized_rate,Drift,28,2024,30.108994269450875
mortality_age_standardized_rate,Drift,28,2025,26.06239156838239
mortality_age_standardized_rate,Drift,28,2026,22.01578886731391
mortality_age_standardized_rate,Drift,28,2027,17.96918616624543
mortality_age_standardized_rate,Drift,28,2028,13.922583465176949
mortality_age_standardized_rate,Drift,28,2029,9.875980764108466
mortality_age_standardized_rate,Drift,28,2030,5.829378063039982
mortality_age_standardized_rate,Drift,29,2024,51.55033706523313
mortality_age_standardized_rate,Drift,29,2025,49.7592238070677
mortality_age_standardized_rate,Drift,29,2026,47.968110548902274
mortality_age_standardized_rate,Drift,29,2027,46.17699729073684
mortality_age_standardized_rate,Drift,29,2028,44.38588403257141
mortality_age_standardized_rate,Drift,29,2029,42.59477077440598
mortality_age_standardized_rate,Drift,29,2030,40.80365751624055
mortality_age_standardized_rate,Drift,30,2024,30.639869602100763
mortality_age_standardized_rate,Drift,30,2025,26.734679560589747
mortality_age_standardized_rate,Drift,30,2026,22.82948951907873
mortality_age_standardized_rate,Drift,30,2027,18.924299477567715
mortality_age_standardized_rate,Drift,30,2028,15.019109436056699
mortality_age_standardized_rate,Drift,30,2029,11.113919394545682
mortality_age_standardized_rate,Drift,30,2030,7.208729353034666
mortality_age_standardized_rate,Drift,31,2024,31.69992304290916
mortality_age_standardized_rate,Drift,31,2025,29.282796606232928
mortality_age_standardized_rate,Drift,31,2026,26.8656701695567
mortality_age_standardized_rate,Drift,31,2027,24.448543732880466
mortality_age_standardized_rate,Drift,31,2028,22.03141729620424
mortality_age_standardized_rate,Drift,31,2029,19.61429085952801
mortality_age_standardized_rate,Drift,31,2030,17.197164422851777
mortality_age_standardized_rate,Drift,32,2024,45.62421866064174
mortality_age_standardized_rate,Drift,32,2025,43.43035151874927
mortality_age_standardized_rate,Drift,32,2026,41.236484376856794
mortality_age_standardized_rate,Drift,32,2027,39.042617234964325
mortality_age_standardized_rate,Drift,32,2028,36.84875009307185
mortality_age_standardized_rate,Drift,32,2029,34.654882951179374
mortality_age_standardized_rate,Drift,32,2030,32.461015809286906
mortality_age_standardized_rate,Drift,33,2024,42.59388989081963
mortality_age_standardized_rate,Drift,33,2025,39.92989039045101
mortality_age_standardized_rate,Drift,33,2026,37.26589089008238
mortality_age_standardized_rate,Drift,33,2027,34.60189138971376
mortality_age_standardized_rate,Drift,33,2028,31.93789188934513
mortality_age_standardized_rate,Drift,33,2029,29.273892388976506
